"id";"id_registro";"fecha";"linea";"op";"variable";"identificador";"duplo";"tipo_vigilancia";"tipo_herramienta";"vigil_preav";"vigil_restan";"vigil_nomin";"valor";"enviado"
"1513";"116138";"02/07/2021 10:15";"CC07";"OP4010A2";"297_ALMACEN2_54";"0";"0";"0";"0";"0";"0";"0";"0";
"1514";"116139";"02/07/2021 10:15";"CC07";"OP4010A2";"298_ALMACEN2_55";"0";"0";"0";"0";"0";"0";"0";"0";
"1515";"116140";"02/07/2021 10:15";"CC07";"OP4010A2";"299_ALMACEN2_56";"0";"0";"0";"0";"0";"0";"0";"0";
"1516";"116141";"02/07/2021 10:15";"CC07";"OP4010A2";"300_ALMACEN2_57";"0";"0";"0";"0";"0";"0";"0";"0";
"1517";"116142";"02/07/2021 10:15";"CC07";"OP4010A2";"301_ALMACEN2_58";"0";"0";"0";"0";"0";"0";"0";"0";
"1518";"116143";"02/07/2021 10:15";"CC07";"OP4010A2";"302_ALMACEN2_59";"0";"0";"0";"0";"0";"0";"0";"0";
"1519";"116144";"02/07/2021 10:15";"CC07";"OP4010A2";"303_ALMACEN2_60";"0";"0";"0";"0";"0";"0";"0";"0";
"1520";"116145";"02/07/2021 10:15";"CC07";"OP4010A2";"304_ALMACEN2_61";"0";"0";"0";"0";"0";"0";"0";"0";
"1521";"116146";"02/07/2021 10:15";"CC07";"OP4010A2";"305_ALMACEN2_62";"0";"0";"0";"0";"0";"0";"0";"0";
"1522";"116147";"02/07/2021 10:15";"CC07";"OP4010A2";"306_ALMACEN2_63";"0";"0";"0";"0";"0";"0";"0";"0";
"1523";"116148";"02/07/2021 10:15";"CC07";"OP4010A2";"307_ALMACEN2_64";"0";"0";"0";"0";"0";"0";"0";"0";
"1524";"116149";"02/07/2021 10:15";"CC07";"OP4010A2";"308_ALMACEN2_65";"0";"0";"0";"0";"0";"0";"0";"0";
"1525";"116150";"02/07/2021 10:15";"CC07";"OP4010A2";"309_ALMACEN2_66";"0";"0";"0";"0";"0";"0";"0";"0";
"1526";"116151";"02/07/2021 10:15";"CC07";"OP4010A2";"310_ALMACEN2_67";"0";"0";"0";"0";"0";"0";"0";"0";
"1527";"116152";"02/07/2021 10:15";"CC07";"OP4010A2";"311_ALMACEN2_68";"0";"0";"0";"0";"0";"0";"0";"0";
"1528";"116153";"02/07/2021 10:15";"CC07";"OP4010A2";"312_ALMACEN2_69";"0";"0";"0";"0";"0";"0";"0";"0";
"1529";"116154";"02/07/2021 10:15";"CC07";"OP4010A2";"313_ALMACEN2_70";"0";"0";"0";"0";"0";"0";"0";"0";
"1530";"116155";"02/07/2021 10:15";"CC07";"OP4010A2";"314_ALMACEN2_71";"0";"0";"0";"0";"0";"0";"0";"0";
"1531";"116156";"02/07/2021 10:15";"CC07";"OP4010A2";"315_ALMACEN2_72";"0";"0";"0";"0";"0";"0";"0";"0";
"1532";"116157";"02/07/2021 10:15";"CC07";"OP4010A2";"316_ALMACEN2_73";"0";"0";"0";"0";"0";"0";"0";"0";
"1533";"116158";"02/07/2021 10:15";"CC07";"OP4010A2";"317_ALMACEN2_74";"0";"0";"0";"0";"0";"0";"0";"0";
"1534";"116159";"02/07/2021 10:15";"CC07";"OP4010A2";"318_ALMACEN2_75";"0";"0";"0";"0";"0";"0";"0";"0";
"1535";"116160";"02/07/2021 10:15";"CC07";"OP4010A2";"319_ALMACEN2_76";"0";"0";"0";"0";"0";"0";"0";"0";
"1536";"116161";"02/07/2021 10:15";"CC07";"OP4010A2";"320_ALMACEN2_77";"0";"0";"0";"0";"0";"0";"0";"0";
"1537";"116162";"02/07/2021 10:15";"CC07";"OP4010A2";"321_ALMACEN2_78";"0";"0";"0";"0";"0";"0";"0";"0";
"1538";"116163";"02/07/2021 10:15";"CC07";"OP4010A2";"322_ALMACEN2_79";"0";"0";"0";"0";"0";"0";"0";"0";
"1539";"116164";"02/07/2021 10:15";"CC07";"OP4010A2";"323_ALMACEN2_80";"0";"0";"0";"0";"0";"0";"0";"0";
"1540";"117001";"02/07/2021 10:16";"CC07";"OP4010B2";"160_SP1";"40101";"1";"2";"210";"50";"479";"500";"0";
"1541";"117002";"02/07/2021 10:16";"CC07";"OP4010B2";"161_ALMACEN1_1";"0";"0";"0";"0";"0";"0";"0";"0";
"1542";"117003";"02/07/2021 10:16";"CC07";"OP4010B2";"162_ALMACEN1_2";"40102";"1";"2";"210";"50";"479";"500";"0";
"1543";"117004";"02/07/2021 10:16";"CC07";"OP4010B2";"163_ALMACEN1_3";"40104";"1";"2";"210";"50";"479";"500";"0";
"1544";"117005";"02/07/2021 10:16";"CC07";"OP4010B2";"164_ALMACEN1_4";"0";"0";"0";"0";"0";"0";"0";"0";
"1545";"117006";"02/07/2021 10:16";"CC07";"OP4010B2";"165_ALMACEN1_5";"0";"0";"0";"0";"0";"0";"0";"0";
"1546";"117007";"02/07/2021 10:16";"CC07";"OP4010B2";"166_ALMACEN1_6";"0";"0";"0";"0";"0";"0";"0";"0";
"1547";"117008";"02/07/2021 10:16";"CC07";"OP4010B2";"167_ALMACEN1_7";"0";"0";"0";"0";"0";"0";"0";"0";
"1548";"117009";"02/07/2021 10:16";"CC07";"OP4010B2";"168_ALMACEN1_8";"0";"0";"0";"0";"0";"0";"0";"0";
"1549";"117010";"02/07/2021 10:16";"CC07";"OP4010B2";"169_ALMACEN1_9";"0";"0";"0";"0";"0";"0";"0";"0";
"1550";"117011";"02/07/2021 10:16";"CC07";"OP4010B2";"170_ALMACEN1_10";"0";"0";"0";"0";"0";"0";"0";"0";
"1551";"117012";"02/07/2021 10:16";"CC07";"OP4010B2";"171_ALMACEN1_11";"0";"0";"0";"0";"0";"0";"0";"0";
"1552";"117013";"02/07/2021 10:16";"CC07";"OP4010B2";"172_ALMACEN1_12";"40103";"1";"2";"210";"50";"479";"500";"0";
"1553";"117014";"02/07/2021 10:16";"CC07";"OP4010B2";"173_ALMACEN1_13";"0";"0";"0";"0";"0";"0";"0";"0";
"1554";"117015";"02/07/2021 10:16";"CC07";"OP4010B2";"174_ALMACEN1_14";"40105";"1";"2";"200";"100";"8455";"10000";"0";
"1555";"117016";"02/07/2021 10:16";"CC07";"OP4010B2";"175_ALMACEN1_15";"40106";"1";"2";"200";"100";"2837";"3000";"0";
"1556";"117017";"02/07/2021 10:16";"CC07";"OP4010B2";"176_ALMACEN1_16";"40107";"1";"2";"200";"100";"376";"3000";"0";
"1557";"117018";"02/07/2021 10:16";"CC07";"OP4010B2";"177_ALMACEN1_17";"40108";"1";"2";"200";"100";"15376";"18000";"0";
"1558";"117019";"02/07/2021 10:16";"CC07";"OP4010B2";"178_ALMACEN1_18";"40109";"1";"2";"250";"100";"28695";"50000";"0";
"1559";"117020";"02/07/2021 10:16";"CC07";"OP4010B2";"179_ALMACEN1_19";"40117";"1";"2";"100";"100";"24516";"35000";"0";
"1560";"117021";"02/07/2021 10:16";"CC07";"OP4010B2";"180_ALMACEN1_20";"0";"0";"0";"0";"0";"0";"0";"0";
"1561";"117022";"02/07/2021 10:16";"CC07";"OP4010B2";"181_ALMACEN1_21";"40112";"1";"2";"100";"100";"3312";"30300";"0";
"1562";"117023";"02/07/2021 10:16";"CC07";"OP4010B2";"182_ALMACEN1_22";"0";"0";"0";"0";"0";"0";"0";"0";
"1563";"117024";"02/07/2021 10:16";"CC07";"OP4010B2";"183_ALMACEN1_23";"0";"0";"0";"0";"0";"0";"0";"0";
"1564";"117025";"02/07/2021 10:16";"CC07";"OP4010B2";"184_ALMACEN1_24";"40114";"1";"2";"100";"100";"22973";"80000";"0";
"1565";"117026";"02/07/2021 10:16";"CC07";"OP4010B2";"185_ALMACEN1_25";"40115";"1";"2";"200";"100";"3564";"4750";"0";
"1566";"117027";"02/07/2021 10:16";"CC07";"OP4010B2";"186_ALMACEN1_26";"40118";"1";"2";"120";"100";"32703";"50000";"0";
"1567";"117028";"02/07/2021 10:16";"CC07";"OP4010B2";"187_ALMACEN1_27";"0";"0";"0";"0";"0";"0";"0";"0";
"1568";"117029";"02/07/2021 10:16";"CC07";"OP4010B2";"188_ALMACEN1_28";"0";"0";"0";"0";"0";"0";"0";"0";
"1569";"117030";"02/07/2021 10:16";"CC07";"OP4010B2";"189_ALMACEN1_29";"0";"0";"0";"0";"0";"0";"0";"0";
"1570";"117031";"02/07/2021 10:16";"CC07";"OP4010B2";"190_ALMACEN1_30";"40150";"1";"0";"710";"0";"0";"0";"0";
"1571";"117032";"02/07/2021 10:16";"CC07";"OP4010B2";"191_ALMACEN1_31";"0";"0";"0";"0";"0";"0";"0";"0";
"1572";"117033";"02/07/2021 10:16";"CC07";"OP4010B2";"192_ALMACEN1_32";"0";"0";"0";"0";"0";"0";"0";"0";
"1573";"117034";"02/07/2021 10:16";"CC07";"OP4010B2";"193_ALMACEN1_33";"0";"0";"0";"0";"0";"0";"0";"0";
"1574";"117035";"02/07/2021 10:16";"CC07";"OP4010B2";"194_ALMACEN1_34";"0";"0";"0";"0";"0";"0";"0";"0";
"1575";"117036";"02/07/2021 10:16";"CC07";"OP4010B2";"195_ALMACEN1_35";"0";"0";"0";"0";"0";"0";"0";"0";
"1576";"117037";"02/07/2021 10:16";"CC07";"OP4010B2";"196_ALMACEN1_36";"0";"0";"0";"0";"0";"0";"0";"0";
"1577";"117038";"02/07/2021 10:16";"CC07";"OP4010B2";"197_ALMACEN1_37";"0";"0";"0";"0";"0";"0";"0";"0";
"1578";"117039";"02/07/2021 10:16";"CC07";"OP4010B2";"198_ALMACEN1_38";"0";"0";"0";"0";"0";"0";"0";"0";
"1579";"117041";"02/07/2021 10:16";"CC07";"OP4010B2";"199_ALMACEN1_39";"0";"0";"0";"0";"0";"0";"0";"0";
"1580";"117042";"02/07/2021 10:16";"CC07";"OP4010B2";"200_ALMACEN1_40";"0";"0";"0";"0";"0";"0";"0";"0";
"1581";"117043";"02/07/2021 10:16";"CC07";"OP4010B2";"201_ALMACEN1_41";"0";"0";"0";"0";"0";"0";"0";"0";
"1582";"117044";"02/07/2021 10:16";"CC07";"OP4010B2";"202_ALMACEN1_42";"0";"0";"0";"0";"0";"0";"0";"0";
"1583";"117045";"02/07/2021 10:16";"CC07";"OP4010B2";"203_ALMACEN1_43";"0";"0";"0";"0";"0";"0";"0";"0";
"1584";"117046";"02/07/2021 10:16";"CC07";"OP4010B2";"204_ALMACEN1_44";"0";"0";"0";"0";"0";"0";"0";"0";
"1585";"117047";"02/07/2021 10:16";"CC07";"OP4010B2";"205_ALMACEN1_45";"0";"0";"0";"0";"0";"0";"0";"0";
"1586";"117048";"02/07/2021 10:16";"CC07";"OP4010B2";"206_ALMACEN1_46";"0";"0";"0";"0";"0";"0";"0";"0";
"1587";"117049";"02/07/2021 10:16";"CC07";"OP4010B2";"207_ALMACEN1_47";"0";"0";"0";"0";"0";"0";"0";"0";
"1588";"117050";"02/07/2021 10:16";"CC07";"OP4010B2";"208_ALMACEN1_48";"0";"0";"0";"0";"0";"0";"0";"0";
"1589";"117051";"02/07/2021 10:16";"CC07";"OP4010B2";"209_ALMACEN1_49";"0";"0";"0";"0";"0";"0";"0";"0";
"1590";"117052";"02/07/2021 10:16";"CC07";"OP4010B2";"210_ALMACEN1_50";"0";"0";"0";"0";"0";"0";"0";"0";
"1591";"117053";"02/07/2021 10:16";"CC07";"OP4010B2";"211_ALMACEN1_51";"0";"0";"0";"0";"0";"0";"0";"0";
"1592";"117054";"02/07/2021 10:16";"CC07";"OP4010B2";"212_ALMACEN1_52";"0";"0";"0";"0";"0";"0";"0";"0";
"1593";"117055";"02/07/2021 10:16";"CC07";"OP4010B2";"213_ALMACEN1_53";"0";"0";"0";"0";"0";"0";"0";"0";
"1594";"117056";"02/07/2021 10:16";"CC07";"OP4010B2";"214_ALMACEN1_54";"0";"0";"0";"0";"0";"0";"0";"0";
"1595";"117057";"02/07/2021 10:16";"CC07";"OP4010B2";"215_ALMACEN1_55";"0";"0";"0";"0";"0";"0";"0";"0";
"1596";"117058";"02/07/2021 10:16";"CC07";"OP4010B2";"216_ALMACEN1_56";"0";"0";"0";"0";"0";"0";"0";"0";
"1597";"117059";"02/07/2021 10:16";"CC07";"OP4010B2";"217_ALMACEN1_57";"0";"0";"0";"0";"0";"0";"0";"0";
"1598";"117060";"02/07/2021 10:16";"CC07";"OP4010B2";"218_ALMACEN1_58";"0";"0";"0";"0";"0";"0";"0";"0";
"1599";"117061";"02/07/2021 10:16";"CC07";"OP4010B2";"219_ALMACEN1_59";"0";"0";"0";"0";"0";"0";"0";"0";
"1600";"117062";"02/07/2021 10:16";"CC07";"OP4010B2";"220_ALMACEN1_60";"0";"0";"0";"0";"0";"0";"0";"0";
"1601";"117063";"02/07/2021 10:16";"CC07";"OP4010B2";"221_ALMACEN1_61";"0";"0";"0";"0";"0";"0";"0";"0";
"1602";"117064";"02/07/2021 10:16";"CC07";"OP4010B2";"222_ALMACEN1_62";"0";"0";"0";"0";"0";"0";"0";"0";
"1603";"117065";"02/07/2021 10:16";"CC07";"OP4010B2";"223_ALMACEN1_63";"0";"0";"0";"0";"0";"0";"0";"0";
"1604";"117066";"02/07/2021 10:16";"CC07";"OP4010B2";"224_ALMACEN1_64";"0";"0";"0";"0";"0";"0";"0";"0";
"1605";"117067";"02/07/2021 10:16";"CC07";"OP4010B2";"225_ALMACEN1_65";"0";"0";"0";"0";"0";"0";"0";"0";
"1606";"117068";"02/07/2021 10:16";"CC07";"OP4010B2";"226_ALMACEN1_66";"0";"0";"0";"0";"0";"0";"0";"0";
"1607";"117069";"02/07/2021 10:16";"CC07";"OP4010B2";"227_ALMACEN1_67";"0";"0";"0";"0";"0";"0";"0";"0";
"1608";"117070";"02/07/2021 10:16";"CC07";"OP4010B2";"228_ALMACEN1_68";"0";"0";"0";"0";"0";"0";"0";"0";
"1609";"117071";"02/07/2021 10:16";"CC07";"OP4010B2";"229_ALMACEN1_69";"0";"0";"0";"0";"0";"0";"0";"0";
"1610";"117072";"02/07/2021 10:16";"CC07";"OP4010B2";"230_ALMACEN1_70";"0";"0";"0";"0";"0";"0";"0";"0";
"1611";"117073";"02/07/2021 10:16";"CC07";"OP4010B2";"231_ALMACEN1_71";"0";"0";"0";"0";"0";"0";"0";"0";
"1612";"117074";"02/07/2021 10:16";"CC07";"OP4010B2";"232_ALMACEN1_72";"0";"0";"0";"0";"0";"0";"0";"0";
"1613";"117075";"02/07/2021 10:16";"CC07";"OP4010B2";"233_ALMACEN1_73";"0";"0";"0";"0";"0";"0";"0";"0";
"1614";"117076";"02/07/2021 10:16";"CC07";"OP4010B2";"234_ALMACEN1_74";"0";"0";"0";"0";"0";"0";"0";"0";
"1615";"117077";"02/07/2021 10:16";"CC07";"OP4010B2";"235_ALMACEN1_75";"0";"0";"0";"0";"0";"0";"0";"0";
"1616";"117078";"02/07/2021 10:16";"CC07";"OP4010B2";"236_ALMACEN1_76";"0";"0";"0";"0";"0";"0";"0";"0";
"1617";"117079";"02/07/2021 10:16";"CC07";"OP4010B2";"237_ALMACEN1_77";"0";"0";"0";"0";"0";"0";"0";"0";
"1618";"117080";"02/07/2021 10:16";"CC07";"OP4010B2";"238_ALMACEN1_78";"0";"0";"0";"0";"0";"0";"0";"0";
"1619";"117081";"02/07/2021 10:16";"CC07";"OP4010B2";"239_ALMACEN1_79";"0";"0";"0";"0";"0";"0";"0";"0";
"1620";"117082";"02/07/2021 10:16";"CC07";"OP4010B2";"240_ALMACEN1_80";"0";"0";"0";"0";"0";"0";"0";"0";
"1621";"117083";"02/07/2021 10:16";"CC07";"OP4010B2";"241_SP2";"40101";"2";"2";"210";"50";"479";"500";"0";
"1622";"117084";"02/07/2021 10:16";"CC07";"OP4010B2";"244_ALMACEN2_1";"0";"0";"0";"0";"0";"0";"0";"0";
"1623";"117085";"02/07/2021 10:16";"CC07";"OP4010B2";"245_ALMACEN2_2";"0";"0";"0";"0";"0";"0";"0";"0";
"1624";"117086";"02/07/2021 10:16";"CC07";"OP4010B2";"246_ALMACEN2_3";"0";"0";"0";"0";"0";"0";"0";"0";
"1625";"117087";"02/07/2021 10:16";"CC07";"OP4010B2";"247_ALMACEN2_4";"0";"0";"0";"0";"0";"0";"0";"0";
"1626";"117088";"02/07/2021 10:16";"CC07";"OP4010B2";"248_ALMACEN2_5";"0";"0";"0";"0";"0";"0";"0";"0";
"1627";"117089";"02/07/2021 10:16";"CC07";"OP4010B2";"249_ALMACEN2_6";"0";"0";"0";"0";"0";"0";"0";"0";
"1628";"117090";"02/07/2021 10:16";"CC07";"OP4010B2";"250_ALMACEN2_7";"40102";"2";"2";"210";"50";"205";"500";"0";
"1629";"117091";"02/07/2021 10:16";"CC07";"OP4010B2";"251_ALMACEN2_8";"40104";"2";"2";"210";"50";"205";"500";"0";
"1630";"117092";"02/07/2021 10:16";"CC07";"OP4010B2";"252_ALMACEN2_9";"0";"0";"0";"0";"0";"0";"0";"0";
"1631";"117093";"02/07/2021 10:16";"CC07";"OP4010B2";"253_ALMACEN2_10";"0";"0";"0";"0";"0";"0";"0";"0";
"1632";"117094";"02/07/2021 10:16";"CC07";"OP4010B2";"254_ALMACEN2_11";"0";"0";"0";"0";"0";"0";"0";"0";
"1633";"117095";"02/07/2021 10:16";"CC07";"OP4010B2";"255_ALMACEN2_12";"40103";"2";"2";"210";"50";"205";"500";"0";
"1634";"117096";"02/07/2021 10:16";"CC07";"OP4010B2";"256_ALMACEN2_13";"0";"0";"0";"0";"0";"0";"0";"0";
"1635";"117097";"02/07/2021 10:16";"CC07";"OP4010B2";"257_ALMACEN2_14";"0";"0";"0";"0";"0";"0";"0";"0";
"1636";"117098";"02/07/2021 10:16";"CC07";"OP4010B2";"258_ALMACEN2_15";"0";"0";"0";"0";"0";"0";"0";"0";
"1637";"117099";"02/07/2021 10:16";"CC07";"OP4010B2";"259_ALMACEN2_16";"40150";"2";"0";"710";"0";"0";"0";"0";
"1638";"117100";"02/07/2021 10:16";"CC07";"OP4010B2";"260_ALMACEN2_17";"0";"0";"0";"0";"0";"0";"0";"0";
"1639";"117101";"02/07/2021 10:16";"CC07";"OP4010B2";"261_ALMACEN2_18";"0";"0";"0";"0";"0";"0";"0";"0";
"1640";"117102";"02/07/2021 10:16";"CC07";"OP4010B2";"262_ALMACEN2_19";"40105";"2";"2";"200";"100";"1678";"10000";"0";
"1641";"117103";"02/07/2021 10:16";"CC07";"OP4010B2";"263_ALMACEN2_20";"40106";"2";"2";"200";"100";"381";"3000";"0";
"1642";"117104";"02/07/2021 10:16";"CC07";"OP4010B2";"264_ALMACEN2_21";"40107";"2";"2";"200";"100";"2275";"3000";"0";
"1643";"117105";"02/07/2021 10:16";"CC07";"OP4010B2";"265_ALMACEN2_22";"40108";"2";"2";"200";"100";"13169";"18000";"0";
"1644";"117106";"02/07/2021 10:16";"CC07";"OP4010B2";"266_ALMACEN2_23";"40109";"2";"2";"250";"100";"23515";"50000";"0";
"1645";"117107";"02/07/2021 10:16";"CC07";"OP4010B2";"267_ALMACEN2_24";"40117";"2";"2";"100";"100";"18870";"35000";"0";
"1646";"117108";"02/07/2021 10:16";"CC07";"OP4010B2";"268_ALMACEN2_25";"0";"0";"0";"0";"0";"0";"0";"0";
"1647";"117109";"02/07/2021 10:16";"CC07";"OP4010B2";"269_ALMACEN2_26";"40112";"2";"2";"100";"100";"13198";"30300";"0";
"1648";"117110";"02/07/2021 10:16";"CC07";"OP4010B2";"270_ALMACEN2_27";"0";"0";"0";"0";"0";"0";"0";"0";
"1649";"117111";"02/07/2021 10:16";"CC07";"OP4010B2";"271_ALMACEN2_28";"0";"0";"0";"0";"0";"0";"0";"0";
"1650";"117112";"02/07/2021 10:16";"CC07";"OP4010B2";"272_ALMACEN2_29";"40114";"2";"2";"100";"100";"74403";"80000";"0";
"1651";"117113";"02/07/2021 10:16";"CC07";"OP4010B2";"273_ALMACEN2_30";"0";"0";"0";"0";"0";"0";"0";"0";
"1652";"117114";"02/07/2021 10:16";"CC07";"OP4010B2";"274_ALMACEN2_31";"40118";"2";"2";"120";"100";"11962";"50000";"0";
"1653";"117115";"02/07/2021 10:16";"CC07";"OP4010B2";"275_ALMACEN2_32";"0";"0";"0";"0";"0";"0";"0";"0";
"1654";"117116";"02/07/2021 10:16";"CC07";"OP4010B2";"276_ALMACEN2_33";"40113";"2";"2";"100";"100";"6696";"15000";"0";
"1655";"117117";"02/07/2021 10:16";"CC07";"OP4010B2";"277_ALMACEN2_34";"0";"0";"0";"0";"0";"0";"0";"0";
"1656";"117118";"02/07/2021 10:16";"CC07";"OP4010B2";"278_ALMACEN2_35";"0";"0";"0";"0";"0";"0";"0";"0";
"1657";"117119";"02/07/2021 10:16";"CC07";"OP4010B2";"279_ALMACEN2_36";"0";"0";"0";"0";"0";"0";"0";"0";
"1658";"117120";"02/07/2021 10:16";"CC07";"OP4010B2";"280_ALMACEN2_37";"0";"0";"0";"0";"0";"0";"0";"0";
"1659";"117121";"02/07/2021 10:16";"CC07";"OP4010B2";"281_ALMACEN2_38";"0";"0";"0";"0";"0";"0";"0";"0";
"1660";"117123";"02/07/2021 10:16";"CC07";"OP4010B2";"282_ALMACEN2_39";"0";"0";"0";"0";"0";"0";"0";"0";
"1661";"117124";"02/07/2021 10:16";"CC07";"OP4010B2";"283_ALMACEN2_40";"0";"0";"0";"0";"0";"0";"0";"0";
"1662";"117125";"02/07/2021 10:16";"CC07";"OP4010B2";"284_ALMACEN2_41";"0";"0";"0";"0";"0";"0";"0";"0";
"1663";"117126";"02/07/2021 10:16";"CC07";"OP4010B2";"285_ALMACEN2_42";"0";"0";"0";"0";"0";"0";"0";"0";
"1664";"117127";"02/07/2021 10:16";"CC07";"OP4010B2";"286_ALMACEN2_43";"0";"0";"0";"0";"0";"0";"0";"0";
"1665";"117128";"02/07/2021 10:16";"CC07";"OP4010B2";"287_ALMACEN2_44";"0";"0";"0";"0";"0";"0";"0";"0";
"1666";"117129";"02/07/2021 10:16";"CC07";"OP4010B2";"288_ALMACEN2_45";"0";"0";"0";"0";"0";"0";"0";"0";
"1667";"117130";"02/07/2021 10:16";"CC07";"OP4010B2";"289_ALMACEN2_46";"0";"0";"0";"0";"0";"0";"0";"0";
"1668";"117131";"02/07/2021 10:16";"CC07";"OP4010B2";"290_ALMACEN2_47";"0";"0";"0";"0";"0";"0";"0";"0";
"1669";"117132";"02/07/2021 10:16";"CC07";"OP4010B2";"291_ALMACEN2_48";"0";"0";"0";"0";"0";"0";"0";"0";
"1670";"117133";"02/07/2021 10:16";"CC07";"OP4010B2";"292_ALMACEN2_49";"0";"0";"0";"0";"0";"0";"0";"0";
"1671";"117134";"02/07/2021 10:16";"CC07";"OP4010B2";"293_ALMACEN2_50";"0";"0";"0";"0";"0";"0";"0";"0";
"1672";"117135";"02/07/2021 10:16";"CC07";"OP4010B2";"294_ALMACEN2_51";"0";"0";"0";"0";"0";"0";"0";"0";
"1673";"117136";"02/07/2021 10:16";"CC07";"OP4010B2";"295_ALMACEN2_52";"0";"0";"0";"0";"0";"0";"0";"0";
"1674";"117137";"02/07/2021 10:16";"CC07";"OP4010B2";"296_ALMACEN2_53";"0";"0";"0";"0";"0";"0";"0";"0";
"1675";"117138";"02/07/2021 10:16";"CC07";"OP4010B2";"297_ALMACEN2_54";"0";"0";"0";"0";"0";"0";"0";"0";
"1676";"117139";"02/07/2021 10:16";"CC07";"OP4010B2";"298_ALMACEN2_55";"0";"0";"0";"0";"0";"0";"0";"0";
"1677";"117140";"02/07/2021 10:16";"CC07";"OP4010B2";"299_ALMACEN2_56";"0";"0";"0";"0";"0";"0";"0";"0";
"1678";"117141";"02/07/2021 10:16";"CC07";"OP4010B2";"300_ALMACEN2_57";"0";"0";"0";"0";"0";"0";"0";"0";
"1679";"117142";"02/07/2021 10:16";"CC07";"OP4010B2";"301_ALMACEN2_58";"0";"0";"0";"0";"0";"0";"0";"0";
"1680";"117143";"02/07/2021 10:16";"CC07";"OP4010B2";"302_ALMACEN2_59";"0";"0";"0";"0";"0";"0";"0";"0";
"1681";"117144";"02/07/2021 10:16";"CC07";"OP4010B2";"303_ALMACEN2_60";"0";"0";"0";"0";"0";"0";"0";"0";
"1682";"117145";"02/07/2021 10:16";"CC07";"OP4010B2";"304_ALMACEN2_61";"0";"0";"0";"0";"0";"0";"0";"0";
"1683";"117146";"02/07/2021 10:16";"CC07";"OP4010B2";"305_ALMACEN2_62";"0";"0";"0";"0";"0";"0";"0";"0";
"1684";"117147";"02/07/2021 10:16";"CC07";"OP4010B2";"306_ALMACEN2_63";"0";"0";"0";"0";"0";"0";"0";"0";
"1685";"117148";"02/07/2021 10:16";"CC07";"OP4010B2";"307_ALMACEN2_64";"0";"0";"0";"0";"0";"0";"0";"0";
"1686";"117149";"02/07/2021 10:16";"CC07";"OP4010B2";"308_ALMACEN2_65";"0";"0";"0";"0";"0";"0";"0";"0";
"1687";"117150";"02/07/2021 10:16";"CC07";"OP4010B2";"309_ALMACEN2_66";"0";"0";"0";"0";"0";"0";"0";"0";
"1688";"117151";"02/07/2021 10:16";"CC07";"OP4010B2";"310_ALMACEN2_67";"0";"0";"0";"0";"0";"0";"0";"0";
"1689";"117152";"02/07/2021 10:16";"CC07";"OP4010B2";"311_ALMACEN2_68";"0";"0";"0";"0";"0";"0";"0";"0";
"1690";"117153";"02/07/2021 10:16";"CC07";"OP4010B2";"312_ALMACEN2_69";"0";"0";"0";"0";"0";"0";"0";"0";
"1691";"117154";"02/07/2021 10:16";"CC07";"OP4010B2";"313_ALMACEN2_70";"0";"0";"0";"0";"0";"0";"0";"0";
"1692";"117155";"02/07/2021 10:16";"CC07";"OP4010B2";"314_ALMACEN2_71";"0";"0";"0";"0";"0";"0";"0";"0";
"1693";"117156";"02/07/2021 10:16";"CC07";"OP4010B2";"315_ALMACEN2_72";"0";"0";"0";"0";"0";"0";"0";"0";
"1694";"117157";"02/07/2021 10:16";"CC07";"OP4010B2";"316_ALMACEN2_73";"0";"0";"0";"0";"0";"0";"0";"0";
"1695";"117158";"02/07/2021 10:16";"CC07";"OP4010B2";"317_ALMACEN2_74";"0";"0";"0";"0";"0";"0";"0";"0";
"1696";"117159";"02/07/2021 10:16";"CC07";"OP4010B2";"318_ALMACEN2_75";"0";"0";"0";"0";"0";"0";"0";"0";
"1697";"117160";"02/07/2021 10:16";"CC07";"OP4010B2";"319_ALMACEN2_76";"0";"0";"0";"0";"0";"0";"0";"0";
"1698";"117161";"02/07/2021 10:16";"CC07";"OP4010B2";"320_ALMACEN2_77";"0";"0";"0";"0";"0";"0";"0";"0";
"1699";"117162";"02/07/2021 10:16";"CC07";"OP4010B2";"321_ALMACEN2_78";"0";"0";"0";"0";"0";"0";"0";"0";
"1700";"117163";"02/07/2021 10:16";"CC07";"OP4010B2";"322_ALMACEN2_79";"0";"0";"0";"0";"0";"0";"0";"0";
"1701";"117164";"02/07/2021 10:16";"CC07";"OP4010B2";"323_ALMACEN2_80";"0";"0";"0";"0";"0";"0";"0";"0";
"1702";"118001";"02/07/2021 10:16";"CC07";"OP4010B3";"160_SP1";"40101";"1";"2";"210";"50";"485";"500";"0";
"1703";"118002";"02/07/2021 10:16";"CC07";"OP4010B3";"161_ALMACEN1_1";"0";"0";"0";"0";"0";"0";"0";"0";
"1704";"118003";"02/07/2021 10:16";"CC07";"OP4010B3";"162_ALMACEN1_2";"40104";"1";"2";"210";"50";"492";"500";"0";
"1705";"118004";"02/07/2021 10:16";"CC07";"OP4010B3";"163_ALMACEN1_3";"0";"0";"0";"0";"0";"0";"0";"0";
"1706";"118005";"02/07/2021 10:16";"CC07";"OP4010B3";"164_ALMACEN1_4";"0";"0";"0";"0";"0";"0";"0";"0";
"1707";"118006";"02/07/2021 10:16";"CC07";"OP4010B3";"165_ALMACEN1_5";"40102";"1";"2";"210";"50";"485";"500";"0";
